标题,标题链接,摘要,来源,时间
《百家讲坛》节目预告：《诗歌故人心》（第三部）第5集《六事尽思君作伴》 6月25日播出,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Ftv.cctv.com%2F2023%2F06%2F24%2FARTIYKc2ttZWRBtikSiILw42230624.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D19,"
		                        								                        							
		                        									                        							中山大学彭玉平教授做客《百家讲坛》，为您精彩讲述系列节目《诗歌故人心》第三部第五集《六事尽思君作伴》。		                        						",来源：CCTV-10科教频道,发布时间：2023-06-24 13:50:23
科研人员在广东河源发现植物新物种,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2023%2F05%2F05%2FARTIlUyafCJuUAH1eomv4oAf230505.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D20,"
		                        								                        							
		                        									                        							据他介绍，2021年2月，保护区科研团队和中山大学科研团队在广东省河源市紫金县西部地区科考时，发现一种正在开花的堇菜科堇菜属植物。		                        						",来源：新闻,发布时间：2023-05-05 15:49:51
中国交通救捞系统已具备常态化救助直飞送医能力,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2023%2F09%2F23%2FARTID3V50CGC18Z3dHxNhfhX230923.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D20,"
		                        								                        							
		                        									                        							经过各方多年努力，交通救捞系统攻克了飞行航线审批、净空条件限制、救助协同配合等难点，通过建立联动机制、远程医疗指导、优化救援方案、开展双向培训、加强实战演练等方式，先后与厦门大学附属翔安医院、上海市瑞金医院、中山大学附属第五医院等在内的数十家医院签订了空中医疗救援合作协议		                        						",来源：新闻,发布时间：2023-09-23 13:27:50
2021-2022年度中国信息经济乌家培资助计划在广州颁奖,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Flocal.cctv.com%2F2023%2F08%2F29%2FARTIYGBAg7RVeh8yn4vEUhmr230829.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D20,"
		                        								                        							
		                        									                        							会议吸引了北京大学、清华大学、中国人民大学、中国科学技术大学、哈尔滨工业大学等全国知名高校专家学者齐聚广州中山大学。		                        						",来源：地方频道,发布时间：2023-08-29 18:25:10
2023年港澳台大学生暑期湖南实习计划启动,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Flocal.cctv.com%2F2023%2F07%2F12%2FARTItExzi7vjazt2DWw8wV4i230712.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D20,"
		                        								                        							
		                        									                        							来自湖南省内高校及香港岭南大学、澳门大学、淡江大学、伦敦金斯顿大学、中山大学、厦门大学、山东大学等大学的73名港澳台大学生配岗成功。		                        						",来源：地方频道,发布时间：2023-07-12 18:25:12
【学思想 强党性 重实践 建新功】履职尽责 同题共答 深入开展主题教育,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2023%2F05%2F26%2FARTIIQE1SGwuxtwbPuHdB32O230526.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D20,"
		                        								                        							
		                        									                        							主题教育开展以来，中央第五十七指导组牢牢把握""学思想、强党性、重实践、建新功""的总要求，对武汉大学、华中科技大学、中南大学、中山大学和厦门大学五所中管高校进行了巡回指导，通过审阅各高校主题教育方案，列席理论学习中心组学习		                        						",来源：新闻,发布时间：2023-05-26 20:14:15
快递向服务生产延伸 “铁陆空”支撑让快递“快”到极致,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2023%2F07%2F26%2FARTIBDEqNfSTreWkDG2z1ohp230726.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D20,"
		                        								                        							
		                        									                        							患者急需用血 无人机送血省时高效　　在中山大学附属第七医院内，一名正在抢救的病人急需用血，需要从宝安区中心血站调血。		                        						",来源：新闻,发布时间：2023-07-26 16:47:17
首届全国先进计算技术创新大赛深圳赛区专题赛即将开赛,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fbusiness.cctv.com%2F2023%2F10%2F28%2FARTIGNBUnf28Dcw74O3qFUee231028.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D20,"
		                        								                        							
		                        									                        							本次深圳专题赛聚焦""算法创新""与""生态构建""两条赛道、五道赛题，吸引了来自北京大学、中山大学、同济大学、电子科技大学等众多知名高校学子以及业内领军企业精英、行业专业人才报名参赛，以赛促用、以用促行，各赛题重量级评委也将坐镇赛场		                        						",来源：产业+,发布时间：2023-10-28 11:12:32
我国科学家重建1亿年前蚂蚁捕猎过程,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2023%2F10%2F23%2FARTIkRkVPBtt4vHErB9OPpGG231023.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D20,"
		                        								                        							
		                        									                        							　　新华社南京10月23日电（记者王珏玢）记者从中国科学院南京地质古生物研究所获悉，该所古生物研究学者与中山大学等单位合作，通过三维建模、机器仿真实验等新方法，重建出1亿年前蚂蚁的捕猎过程。		                        						",来源：新闻,发布时间：2023-10-23 11:16:53
台湾学生热衷大陆高校 报考人数成数倍的激增,https://search.cctv.com/link_p.php?targetpage=http%3A%2F%2Fnews.cctv.com%2F2018%2F05%2F20%2FARTIZuI0aBRBYCeQeIYYN8yu180520.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D20,"
		                        								                        							
		                        									                        							据中山大学透露，今年，中山大学一共收到近600份台湾高中毕业生报考中山大学的申请，其中符合报名条件的申请，共计563份，较往年增加了约4倍。学校最终讨论决定，给予近200名学生面试资格。		                        						",来源：新闻,发布时间：2018-05-20 12:09:55
严禁偷窥大好河山？“围栏挡景”到底在挡什么？,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2023%2F07%2F05%2FARTI8XBnbzWhRqq2TyZqJ5V8230705.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D20,"
		                        								                        							
		                        									                        							早在十年前，中山大学旅游学院教授保继刚就在《旅游学刊》上发文呼吁为""旅游吸引物权""立法。他在调查中发现，在一些农村地区进行旅游开发，往往还涉及到村民、景区开发商等各方利益纷争。		                        						",来源：新闻,发布时间：2023-07-05 00:24:01
@2023级新生，你的录取通知书“盲盒”已寄出,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fghrp.cctv.com%2F2023%2F06%2F29%2FARTIyaYEcQUL6aOlmYKBMWAw230629.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D21,"
		                        								                        							
		                        									                        							今年中山大学高考录取通知书以金榜题名状元红为整体色调，盒内有着云南凤庆县的普洱茶砖，寓意""添砖加瓦""。这份来自凤庆县的礼物，见证了中大为脱贫攻坚和乡村振兴做出的贡献。		                        						",来源：光华锐评频道,发布时间：2023-06-29 11:19:55
嫦娥五号月壤揭示月球晚期火山喷发呈间歇性增强现象,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2023%2F07%2F08%2FARTIyFWZI76EY4Jnsd3uow77230708.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D21,"
		                        								                        							
		                        									                        							针对这一问题，中国科学院地质与地球物理研究所、国家空间科学中心、中山大学、南京大学等，对嫦娥五号玄武岩开展了火山喷发规模研究， 揭示月球晚期火山喷发呈间歇性增强现象。		                        						",来源：新闻,发布时间：2023-07-08 09:13:58
广州市党政代表团来龙岩开展对口合作,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Flocal.cctv.com%2F2023%2F09%2F11%2FARTI4Q3cpBfZnesP3NRQ1qk3230911.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D21,"
		                        								                        							
		                        									                        							中山大学附属第六医院院长王卫平等16位专家在拜师仪式上与16位龙岩对口合作医院的青年骨干医师结对师徒关系。		                        						",来源：福建频道,发布时间：2023-09-11 09:27:38
“实验6”科考船广州起航 赴东印度洋海域开展科学考察,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2023%2F09%2F10%2FARTIorx9GyDQ0VBGzO9fJf3W230910.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D21,"
		                        								                        							
		                        									                        							搭载中国科学院南海海洋研究所、中国科学院海洋所、自然资源部第二海洋研究所、华东师范大学、中山大学等13家单位科研团队的28项科研项目，计划海上作业80天，预计航程逾12000海里。　　		                        						",来源：新闻,发布时间：2023-09-10 20:34:15
华中科大299个“学霸寝室”全员深造,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fedu.cctv.com%2F2023%2F05%2F11%2FARTIqGovTOubbNcWtygxI4ke230511.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D21,"
		                        								                        							
		                        									                        							生命学院的韵苑20栋221寝室的4名同学，3年来成绩超过90分的课程多达139门，寝室成员累计获奖学金14次，将在北京大学、中山大学以及本校继续深造。		                        						",来源：教育,发布时间：2023-05-11 11:15:29
口服玻尿酸让皮肤更水润？,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fstyle.cctv.com%2F2023%2F05%2F19%2FARTI6JrimDXAkcM2lQShZKiO230519.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D21,"
		                        								                        							
		                        									                        							近日，中山大学附属第三医院临床营养科主任医师卞华伟教授接受采访时也指出，玻尿酸获批纳入新食品原料目录中仅表明它通过了国家卫生部门的安全性评估，即它具有食品原料的特性、符合应有的营养要求、无毒无害等。		                        						",来源：时尚,发布时间：2023-05-19 02:14:14
“强基计划”走入第四个年头：招生选拔有哪些新变化,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fedu.cctv.com%2F2023%2F06%2F13%2FARTIsmXmaYENfYCWfIrQg0id230613.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%A6%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D21,"
		                        								                        							
		                        									                        							中山大学、西北工业大学、同济大学等高校明确规定，体质测试不及格的考生将不予录取。		                        						",来源：教育,发布时间：2023-06-13 18:01:37
